Year;App.;Taxon;Class;Order;Family;Genus;Importer;Exporter;Origin;Importer reported quantity;Exporter reported quantity;Term;Unit;Purpose;Source
2008;I;Balaenidae spp.;Mammalia;Cetacea;Balaenidae;;US;CA;US;1;;bones;;H;W
2008;I;Addax nasomaculatus;Mammalia;Artiodactyla;Bovidae;Addax;FR;US;;;1;trophies;;H;F
2008;I;Addax nasomaculatus;Mammalia;Artiodactyla;Bovidae;Addax;FR;ZA;;;1;trophies;;H;F
2008;I;Addax nasomaculatus;Mammalia;Artiodactyla;Bovidae;Addax;NO;US;;1;1;trophies;;H;F
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;BE;PK;;1;1;trophies;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;CA;PK;;2;;horns;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;CA;PK;;3;;skins;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;CA;PK;;3;;skulls;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;CA;PK;;;2;trophies;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;DE;PK;;;1;trophies;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;DK;PK;;1;1;trophies;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;ES;PK;;1;1;trophies;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;ES;US;;1;1;trophies;;H;F
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;FR;US;;;1;trophies;;H;F
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;MX;PK;;3;;trophies;;H;W
2008;I;Capra falconeri;Mammalia;Artiodactyla;Bovidae;Capra;US;PK;;1;;trophies;;H;W
2008;I;Nanger dama;Mammalia;Artiodactyla;Bovidae;Nanger;ES;US;;1;1;trophies;;H;F
2008;I;Nanger dama;Mammalia;Artiodactyla;Bovidae;Nanger;MX;US;;2;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;AT;ZA;;;4;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;AT;ZA;;;1;trophies;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;BE;ZA;;2;2;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;US;;1;;skins;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;US;;1;;skulls;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;US;;;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;1;;bones;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;1;;derivatives;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;1;;skins;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;1;;skulls;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;2;;skulls;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;;3;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;;2;trophies;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;CL;ZA;;1;1;trophies;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;DE;ZA;;1;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;ES;US;;;2;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;ES;ZA;;7;8;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;ES;ZA;;1;8;trophies;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;FR;US;;;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;FR;ZA;;1;3;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;FR;ZA;;;1;trophies;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;GB;ZA;;1;;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;GB;ZA;;;1;trophies;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;HU;ZA;;;2;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;IT;US;;1;;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;LT;ZA;;;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;NO;US;;1;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;PK;ZA;;;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;PK;ZA;;1;;trophies;;H;W
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;RU;ZA;;3;4;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;SG;ZA;;;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;SK;ZA;;2;2;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;US;MX;;2;5;trophies;;H;C
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;US;ZA;;;1;trophies;;H;F
2008;I;Oryx dammah;Mammalia;Artiodactyla;Bovidae;Oryx;US;ZA;;;2;trophies;;H;W
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;XX;1;;bones;;H;W
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;XX;1;;skulls;;H;W
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;CA;ZA;;;1;trophies;;H;F
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;ES;US;;1;1;trophies;;H;F
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;MX;US;;1;1;trophies;;H;F
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;NO;US;;1;1;trophies;;H;F
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;RU;ZA;;1;1;trophies;;H;F
2008;I;Oryx leucoryx;Mammalia;Artiodactyla;Bovidae;Oryx;SK;ZA;;2;2;trophies;;H;F
2008;I;Crocodylus niloticus;Reptilia;Crocodylia;Crocodylidae;Crocodylus;MX;MZ;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;BE;CM;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;BE;MZ;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;BE;MZ;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;BE;TZ;;3;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;BE;TZ;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;CM;;1;;skulls;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;MZ;;2;;feet;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;MZ;;1;;tails;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;MZ;;4;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;TN;XX;1;;derivatives;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;TN;XX;2;;ears;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;TN;XX;5;;feet;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;TN;XX;1;;skulls;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;TN;XX;1;;tails;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;TN;XX;4;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;TZ;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZA;ZW;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZA;;8;;feet;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZA;;2;;tails;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZA;;6;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZW;;2;;ears;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZW;;6;;feet;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZW;;6;;skins;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZW;;2;;tails;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CA;ZW;;4;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CH;NA;;9;;ivory carvings;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CH;NA;;1;;leather products (small);;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CH;NA;;4;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CH;ZA;BW;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;CH;ZM;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DE;CM;;1;;tails;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DE;CM;;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DE;CM;;6;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DE;MZ;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DE;TZ;;2;4;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DK;CM;;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DK;NA;;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DK;ZM;;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DK;ZM;;;6;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;DK;ZW;;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ES;CM;;8;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ES;MZ;;1;;tails;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ES;MZ;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ES;MZ;;22;16;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ES;TZ;;10;4;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ES;ZM;;12;12;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ES;ZW;MZ;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;CM;;17;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;CM;;3.5;;tusks;kg;H;O
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;CM;;18;;tusks;kg;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;CM;;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;MZ;;3;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;MZ;;;5;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;TZ;;9;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;TZ;;;4;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;ZM;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;FR;ZM;;;4;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;GB;MZ;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;GB;ZA;TZ;2;;feet;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;GB;ZA;TZ;14;;leather products (large);;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;GB;ZA;TZ;25;;leather products (small);;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;GB;ZA;TZ;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;IT;CM;;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;IT;MZ;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;IT;TZ;;4;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;IT;TZ;;;4;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;KW;ZA;TZ;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;LT;CM;;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;MX;CM;;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;MX;MZ;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;MX;TZ;;9;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;MX;TZ;;2;4;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;MX;ZM;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;MX;ZM;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;NC;TZ;;;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;PL;NA;TZ;2;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;PT;MZ;;4;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;RO;TZ;;2;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;RU;BW;;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;RU;CM;;4;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;RU;ZM;;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;TR;DE;TZ;2;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;TR;DE;TZ;4;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;BW;;18;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;MZ;;;1;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;NA;;1;;trophies;;H;I
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;NA;;1;;tusks;;H;I
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;TZ;;1;;trophies;;H;I
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;TZ;;31;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;TZ;;;22;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;BW;3;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;TZ;2;;ears;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;TZ;2;;feet;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;TZ;3;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;ZW;3;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZA;;9;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;XX;1;;trophies;;H;I
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;4;;feet;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;US;ZW;;12;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;CM;;2;;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;MZ;;6;12;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;TZ;;2;2;tusks;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZA;ZM;;1;;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZW;MZ;;;1;trophies;;H;W
2008;I;Loxodonta africana;Mammalia;Proboscidea;Elephantidae;Loxodonta;ZW;MZ;;;8;tusks;;H;W
2008;I;Falco spp.;Aves;Falconiformes;Falconidae;Falco;NE;SA;;4;;live;;H;
2008;I;Falco peregrinus;Aves;Falconiformes;Falconidae;Falco;AE;CA;;;1;live;;H;D
2008;I;Falco rusticolus;Aves;Falconiformes;Falconidae;Falco;AE;CA;;;21;live;;H;D
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;AR;NA;;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;AT;NA;;2;11;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;BE;NA;;2;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;BG;NA;;1;3;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;BR;NA;;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CA;NA;;3;;skins;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CA;NA;;3;;skulls;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CA;NA;;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CA;ZW;;3;;skins;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CA;ZW;;3;;skulls;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CA;ZW;;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CH;GB;NA;;2;skins;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CH;GB;NA;1;;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CH;NA;;1;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CL;ZW;;1;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;CZ;NA;;2;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;DE;NA;;3;;skins;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;DE;NA;;42;50;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;DK;NA;;1;;skins;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;EE;NA;;2;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;ES;NA;;17;17;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;ES;ZW;;1;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;FI;NA;;1;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;FR;NA;;1;;skins;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;FR;NA;;3;8;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;GB;NA;;1;;skins;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;GB;NA;;1;;skulls;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;GB;NA;;1;;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;HR;NA;;1;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;HU;NA;;8;8;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;IT;NA;;2;3;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;LT;NA;;4;;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;LU;NA;;1;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;LV;NA;;2;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;MX;NA;;5;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;MX;ZW;;2;;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;NO;DK;NA;;1;bodies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;NO;NA;;1;4;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;NO;ZW;;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;PL;NA;;11;12;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;PT;NA;;2;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;RU;NA;;4;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;RU;ZW;;1;;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;SE;NA;;1;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;SI;NA;;2;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;SK;NA;;7;7;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;SK;ZW;;1;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;UA;NA;;2;;live;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;UA;NA;;2;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;US;ZA;NA;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;US;ZW;;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;ZA;NA;;6;2;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;ZM;ZA;NA;;1;trophies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;ZM;ZA;;1;;bodies;;H;W
2008;I;Acinonyx jubatus;Mammalia;Carnivora;Felidae;Acinonyx;ZM;ZA;;1;;skulls;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AE;BW;;;2;trophies;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AR;NA;;;1;trophies;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AT;NA;;3;15;trophies;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AT;ZA;;;1;trophies;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AT;ZM;;;1;trophies;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AT;ZW;;;4;trophies;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AU;ZM;;;1;trophies;;H;W
2008;I;Panthera pardus;Mammalia;Carnivora;Felidae;Panthera;AU;ZW;;;1;trophies;;H;W
