,polarity,date,tweet,tweet_processed,tweet_processed2
0,,2019-12-30 23:58:53+00:00,Comment les travailleurs belges ont bloqué la #RetraiteParPoints #FiersDeLaGreve #reformedesretraites . #GiletsJaunes #greve31decembre #cgt #fo #sudrail #France #Belgique #BFMTV #lci #cnews,comment travailleurs belges bloqué retraiteparpoints fiersdelagreve reformedesretraites giletsjaunes greve31decembre cgt fo sudrail france belgique bfmtv lci cnews,comment travailleur belge bloquer retraiteparpoint fiersdelagreve reformedesretrait giletsjaune greve31decembre cgt fo sudrail france belgiqu bfmtv lci cnew
1,,2019-12-30 23:52:46+00:00,#Retraites #ReformeRetraites #reformedesretraites #Macron #GiletsJaunes #greve31decembre #CGT #EdouardPhilippe #SNCF #RATP #FiersDeLaGreve 𝟮𝟳 𝗲𝗺𝗲 𝗷𝗼𝘂𝗿 de #Greve contre la Réforme...,retraites reformeretraites reformedesretraites macron giletsjaunes greve31decembre cgt edouardphilippe sncf ratp fiersdelagreve 𝟮𝟳 𝗲𝗺𝗲 𝗷𝗼𝘂𝗿 greve contre réforme ...,retrait reformeretrait reformedesretraite macron giletsjauner greve31decembre cgt edouardphilippe sncf ratp fiersdelagreve 𝟮𝟳 𝗲𝗺𝗲 𝗷𝗼𝘂𝗿 grev contrer réformer ...
2,,2019-12-30 23:50:37+00:00,#Réformedesretraites : le ton monte entre le ⁦@gouvernementFR⁩ et la #CGT - Le Parisien,réformedesretraites monte entre gouvernementfr⁩ cgt parisien,réformedesretraiter mont entrer gouvernementfr⁩ cgt parisien
3,,2019-12-30 23:48:15+00:00,Apparemment ça dérange beaucoup ! ! #France #greve31decembre #reformedesretraites #GiletsJaunes #Coulommiers #écologie https://twitter.com/franck77120/status/1211370152933167105,apparemment ça dérange beaucoup france greve31decembre reformedesretraites giletsjaunes coulommiers écologie https //twitter.com/franck77120/status/1211370152933167105,apparemment ça déranger beaucoup france greve31decembre reformedesretraite giletsjauner coulommiers écologi http //twitter.com / franck77120/status/1211370152933167105
4,,2019-12-30 23:46:38+00:00,"Tout à fait, un stress permanent qui se rajoutera à celui du travail, de la recherche d'un emploi, de la perte d'un emploi #reformedesretraites #RetraiteParPoints .",tout fait stress permanent rajoutera celui travail recherche d'un emploi perte d'un emploi reformedesretraites retraiteparpoints,tout faire stress permanent rajouter celui travail rechercher de un emploi perte de un emploi reformedesretraiter retraiteparpoint
5,,2019-12-30 23:18:27+00:00,Ambiance à la #RATP ... et après ils comprennent pas pourquoi les gens ne se syndiquent pas en France ... #UneMinoritéQuiVeutDeciderPourUneMajorité #reformedesretraites ,ambiance ratp ... après comprennent pourquoi gens syndiquent france ... uneminoritéquiveutdeciderpourunemajorité reformedesretraites,ambiance ratp ... après comprendre pourquoi gen syndiquer france ... uneminoritéquiveutdeciderpourunemajorité reformedesretraiter
6,,2019-12-30 23:14:53+00:00," Article de @Nice_Matin [2/2] ""Emmanuel Macron devrait réaffirmer lors de ses voeux aux Français ""l'ambition forte du #gouvernement"" et la sienne pour la #RéformeDesRetraites, un ""projet de progrès social qui corrige de nombreuses inégalités"", a affirmé lundi l'#Elysée à l'AFP.""",article nice_matin 2/2 `` emmanuel macron devrait réaffirmer lors voeux français `` l'ambition forte gouvernement '' sienne réformedesretraites `` projet progrès social corrige nombreuses inégalités '' affirmé lundi elysée l'afp '',article nice_matin 2/2 `` emmanuel macron devoir réaffirmer lors voeu français `` le ambition fort gouvernement '' sien réformedesretraiter `` projet progrès social corriger nombreux inégaliter '' affirmer lundi elyser le afp ''
7,,2019-12-30 23:14:52+00:00," Article de @Nice_Matin [Thread 1/2] @EmmanuelMacron devrait réaffirmer son ""ambition forte"" pour la #RéformeDesRetraites 30/12/2019 ",article nice_matin thread 1/2 emmanuelmacron devrait réaffirmer `` ambition forte '' réformedesretraites 30/12/2019,article nice_matin thread 1/2 emmanuelmacron devoir réaffirmer `` ambition fort '' réformedesretraiter 30/12/2019
8,,2019-12-30 23:14:20+00:00,"Le pot aux roses (faire baisser les pensions de #retraites) de la généralisation du modèle des complémentaires par points Agirc-Arrco à ts les systèmes de retraite, ce que Macron veut faire, n'a pas été dévoilé que par Fillon (p.67)#reformedesretraites http://www.reseau-salariat.info/70d65e5184af69a0e886e32ceae83b75.pdf?revision=1575032191&amp;lang=fr",pot roses faire baisser pensions retraites généralisation modèle complémentaires points agirc-arrco ts systèmes retraite macron veut faire dévoilé fillon p.67 reformedesretraites http //www.reseau-salariat.info/70d65e5184af69a0e886e32ceae83b75.pdf revision=1575032191 amp lang=fr,pot rose faire baisser pension retrait généralisation modeler complémentaire point agirc - arrco ts système retraiter macron vouloir faire dévoiler fillon p.67 reformedesretraiter http //www.reseau - salariat.info/70d65e5184af69a0e886e32ceae83b75.pdf revision=1575032191 amp lang = fr
9,,2019-12-30 23:12:51+00:00,C'est très instructif pour mettre en perspective les mouvements sociaux de notre époque! #GreveGenerale #reformedesretraites ,c'est très instructif mettre perspective mouvements sociaux époque grevegenerale reformedesretraites,ce être très instructif mettre perspectif mouvement social époque grevegeneral reformedesretraiter
10,,2019-12-30 23:12:24+00:00, Article de @lavoixdunord #RéformeDesRetraites : la #CGT {@lacgtcommunique} appelle à un blocage des #raffineries du 7 au 10 janvier 30/12/2019,article lavoixdunord réformedesretraites cgt lacgtcommunique appelle blocage raffineries 10 janvier 30/12/2019,article lavoixdunord réformedesretraiter cgt lacgtcommuniqu appeler blocage raffinerier 10 janvier 30/12/2019
11,,2019-12-30 23:07:21+00:00," Article de @franceinfo [Thread 1/2] #RéformeDesRetraites : les #avocats appelés à une ""#grève dure"" à compter du #6janvier 30/12/2019",article franceinfo thread 1/2 réformedesretraites avocats appelés `` grève dure '' compter 6janvier 30/12/2019,article franceinfo thread 1/2 réformedesretraiter avocat appeler `` grever dur '' compter 6janvier 30/12/2019
12,,2019-12-30 23:00:10+00:00,"Je crois bien que c la 1ère fois que je reçois ma fiche de paie aussi tôt! normal mon ETS qui veut casser la grève m’a prélevé un max à savoir 12 jours, 935€, sachant que la solde est bouclée depuis le 16 mauvaise nouvelle pr les patrons : je continue! #reformedesretraites",crois bien 1ère fois reçois fiche paie aussi tôt normal ets veut casser grève prélevé max savoir 12 jours 935€ sachant solde bouclée depuis 16 mauvaise nouvelle pr patrons continue reformedesretraites,croire bien 1ère fois recevoir fich payer aussi tôt normal et vouloir casser grever prélever max savoir 12 jour 935 € savoir solder boucler depuis 16 mauvais nouveau pr patron continuer reformedesretraiter
13,,2019-12-30 22:48:34+00:00,Arrêtons de parler de grève contre la réforme des retraites. Il ne s’agit que de la grève contre la réforme des régimes spéciaux de la #RATP et de la #SNCF. Rien de plus. #ReformedesRetraites,arrêtons parler grève contre réforme retraites agit grève contre réforme régimes spéciaux ratp sncf rien plus reformedesretraites,arrêton parler grever contrer réformer retrait agir grever contrer réformer régime spécial ratp sncf rien plaire reformedesretraiter
14,,2019-12-30 22:48:18+00:00,"Appel au blocage total de toutes les #raffineries de #France, du 7 au 10 janvier. Si, après avoir tenté la division, le régime #Macron mise sur le pourrissement, il va droit dans le mur... #réformedesretraites #GiletsJaunes #GrèveGénérale #FiersDeLaGrève",appel blocage total toutes raffineries france 10 janvier si après avoir tenté division régime macron mise pourrissement va droit mur ... réformedesretraites giletsjaunes grèvegénérale fiersdelagrève,appel blocage total tout raffinerie france 10 janvier si après avoir tenter division régime macron mettre pourrissement aller droit mur ... réformedesretraiter giletsjaune grèvegénéral fiersdelagrève
15,,2019-12-30 22:46:45+00:00,#greve31decembre #Francia #GreveGenerale #reformedesretraites,greve31decembre francia grevegenerale reformedesretraites,greve31decembre francia grevegeneral reformedesretraiter
16,,2019-12-30 22:44:59+00:00,On peut ajouter: - J'amnistie tous les manifestants condamnés injustement #grevistes #GiletsJaunes #reformedesretraites,peut ajouter j'amnistie tous manifestants condamnés injustement grevistes giletsjaunes reformedesretraites,pouvoir ajouter il amnistier tou manifestant condamner injustement grevist giletsjaun reformedesretraiter
17,,2019-12-30 22:43:29+00:00,Du coup la @RATPgroup @ClientsRATP quand est ce que vous prenez des sanctions disciplinaires contre ces individus (ou grosses au choix) qu’on arrive à reconnaître très clairement sur cette vidéo ?!?! #ReformeRetraite #ReformeDesRetraites #RATP,coup ratpgroup clientsratp quand prenez sanctions disciplinaires contre individus grosses choix arrive reconnaître très clairement cette vidéo reformeretraite reformedesretraites ratp,coup ratpgroup clientsratp quand prendre sanction disciplinaire contrer individu gros choix arriver reconnaître très clairement ce vidéo reformeretrait reformedesretraiter ratp
18,,2019-12-30 22:35:10+00:00,#reformedesretraites #greve31decembre,reformedesretraites greve31decembre,reformedesretraite greve31decembre
19,,2019-12-30 22:34:19+00:00,"Une réforme de justice sociale, tout ça quoi... #greve31decembre #Retraites #reformedesretraites ",réforme justice sociale tout ça quoi ... greve31decembre retraites reformedesretraites,réformer justice social tout ça quoi ... greve31decembre retrait reformedesretraite
20,,2019-12-30 22:33:50+00:00,Le jet privé est financé par le contribuable français ? #CarlosGhosn #Japon #Liban Le banquier d'affaire a l'air plus préoccupé par ses potes délinquants en col blanc que la #reformedesretraites #greve31decembre,jet privé financé contribuable français carlosghosn japon liban banquier d'affaire l'air plus préoccupé potes délinquants col blanc reformedesretraites greve31decembre,jet privé financer contribuable français carlosghosn japon liban banquier de affairer le air plaire préoccuper pot délinquant col blanc reformedesretraite greve31decembre
21,,2019-12-30 22:06:11+00:00,"Les syndicats les plus anti-#RéformeDesRetraites rivalisent de #FakeNews pour la lier au principe de capitalisation alors qu'elle consolide celui de répartition. Mais en plus ce sont eux, tel #FO, qui gèrent le plus gros régime par capitalisatº. #tartuffes",syndicats plus anti- réformedesretraites rivalisent fakenews lier principe capitalisation alors qu'elle consolide celui répartition plus tel fo gèrent plus gros régime capitalisatº tartuffes,syndicat plaire anti- réformedesretraiter rivaliser fakenews lier principe capitalisation alors que lui consolider celui répartition plaire tel fo gérer plaire gros régime capitalisatº tartuff
22,,2019-12-30 22:00:31+00:00,Leur #reformedesretraites est 1 partie de l’iceberg de l’extrême-libéralisme de #LREM ! La privatisation de la justice est #EnMarche ! C’est contre ce monde où tout se vend et tout s’achète qu’il faut se battre! Pour l’intérêt général et les services publics #greve31decembre,reformedesretraites partie iceberg extrême-libéralisme lrem privatisation justice enmarche contre monde où tout vend tout achète faut battre intérêt général services publics greve31decembre,reformedesretraite partir iceberg extrême-libéralisme lrem privatisation justice enmarch contrer monder où tout vendre tout achèt falloir battr intérêt général service public greve31decembre
23,,2019-12-30 21:58:21+00:00,#Réformedesretraites : uncoupdÉtat à plus de #300 #milliards d'euros ! via @Mediapart,réformedesretraites uncoupdétat plus 300 milliards d'euros via mediapart,réformedesretraiter uncoupdétat plaire 300 milliard de euro via mediapart
24,,2019-12-30 21:52:58+00:00,"#Réformedesretraites « Les anciennes caisses, fortement déficitaires, seront dans les mains de l’État, qui devra organiser des transferts entre la nouvelle caisse et les anciennes. On voit tous les conflits qui pourront naître de cette situation » ",réformedesretraites anciennes caisses fortement déficitaires mains état devra organiser transferts entre nouvelle caisse anciennes voit tous conflits pourront naître cette situation,réformedesretraiter ancien caisse fortement déficitairer main état devoir organiser transfert entrer nouveau caisse ancien voir tou conflit pouvoir naître ce situation
25,,2019-12-30 21:51:05+00:00,"2019, année sociale: des «gilets jaunes» aux grèves contre la réforme des retraites #giletsjaunes #GreveGenerale #Réformedesretraites #décembrenoir #FDO #ViolencesPolicières https://cvitrolles.wordpress.com/2019/12/30/2019-annee-sociale-des-gilets-jaunes-aux-greves-contre-la-reforme-des-retraites-giletsjaunes-grevegenerale-reformedesretraites-decembrenoir-fdo-violencespolicieres/",2019 année sociale gilets jaunes grèves contre réforme retraites giletsjaunes grevegenerale réformedesretraites décembrenoir fdo violencespolicières https //cvitrolles.wordpress.com/2019/12/30/2019-annee-sociale-des-gilets-jaunes-aux-greves-contre-la-reforme-des-retraites-giletsjaunes-grevegenerale-reformedesretraites-decembrenoir-fdo-violencespolicieres/,2019 année social gilet jaune grèv contrer réformer retrait giletsjaune grevegeneral réformedesretraiter décembrenoir fdo violencespolicièr http //cvitrolles.wordpress.com/2019/12/30/2019-annee - social - un - gilet - jaune - aux - grev - contrer - le - reformer - un - retraite - giletsjaune - grevegeneral - reformedesretraite - decembrenoir - fdo - violencespolicieres/
26,,2019-12-30 21:48:39+00:00,"#ReformeDesRetraites @EELV rappelle son hostilité à la retraite à point. Macron doit entendre et arrêter son arrogance. La réforme présentée n'est ni universelle, ni juste et équitable. Le gouvernement doit retirer son projet et recommencer sa copie.",reformedesretraites eelv rappelle hostilité retraite point macron doit entendre arrêter arrogance réforme présentée n'est ni universelle ni juste équitable gouvernement doit retirer projet recommencer copie,reformedesretraiter eelv rappeler hostilité retraiter poindre macron devoir entendre arrêter arrogance réform présenter ne être ni universel ni juste équitable gouvernement devoir retirer projet recommencer copier
27,,2019-12-30 21:48:31+00:00,.@emmanuelmaurel sur @LCI « C’est indécent de voir quelqu’un qui gagne 15 000 euros par mois dire que celui qui en gagne 2000 est un privilégié. » #reformedesretraites,emmanuelmaurel lci indécent voir quelqu gagne 15 000 euros mois dire celui gagne 2000 privilégié reformedesretraites,emmanuelmaurel lci indécent voir quelqu gagner 15 000 euro mois dire celui gagner 2000 privilégier reformedesretraiter
28,,2019-12-30 21:48:05+00:00,#reformesdesretraites #reformedesretraites #Retraites #greve31decembre,reformesdesretraites reformedesretraites retraites greve31decembre,reformesdesretrait reformedesretraite retrait greve31decembre
29,,2019-12-30 21:43:40+00:00,"Être une femme à la RATP #grève #réformeDesRetraites IRL c'est très loin du rôle d'Ariane Ascaride ds ""Gloria Mundi""",être femme ratp grève réformedesretraites irl c'est très loin rôle d'ariane ascaride ds `` gloria mundi '',être femme ratp grever réformedesretraiter irl ce être très loin rôle de ariane ascarid ds `` gloria mundi ''
30,,2019-12-30 21:43:08+00:00,Ose affirmer que les administratifs #SNCF partent en retraite plus tard qu'ailleurs QU'ON SE POILE #Retraites #reformedesretraites,ose affirmer administratifs sncf partent retraite plus tard qu'ailleurs qu'on poile retraites reformedesretraites,oser affirmer administratif sncf partir retraiter plaire tard que ailleurs que on poiler retrait reformedesretraiter
31,,2019-12-30 21:33:37+00:00,#GreveGenerale #reformedesretraites #France #greve31decembre,grevegenerale reformedesretraites france greve31decembre,grevegeneral reformedesretraiter france greve31decembre
32,,2019-12-30 21:32:49+00:00,"Le CNB appelle tous les avocats de France à durcir la grève à partir du 6 janvier, contre la #reformedesretraites . #cnb #Retraites #ReformeRetraite #greve #greve6Janvier #avocat",cnb appelle tous avocats france durcir grève partir janvier contre reformedesretraites cnb retraites reformeretraite greve greve6janvier avocat,cnb appeler tou avocat france durcir grever partir janvier contrer reformedesretraite cnb retrait reformeretraite greve greve6janvier avocat
33,,2019-12-30 21:31:27+00:00,"#reformedesretraites Le n°1 de la CGT ne fera pas « plier » @EmmanuelMacron. Si quelqu’un devait plier, c’est Philippe Martinez lui-même. Attaqué à la fois de l’intérieur de la CGT (par le patron des Cheminots CGT Laurent Brun) et de l’extérieur par l’extrême-gauche (Sud Rail).",reformedesretraites n°1 cgt fera plier emmanuelmacron si quelqu devait plier philippe martinez lui-même attaqué fois intérieur cgt patron cheminots cgt laurent brun extérieur extrême-gauche sud rail,reformedesretraiter ne ° 1 cgt faire plier emmanuelmacron si quelqu devoir plier philippe martiner lui-même attaquer fois intérieur cgt patron cheminot cgt laurent brun extérieur extrême-gauche sud rail
34,,2019-12-30 21:26:53+00:00,#SOSretraites #reformedesretraites ,sosretraites reformedesretraites,sosretrait reformedesretraite
35,,2019-12-30 21:26:41+00:00,"""71 mil millones de déficit"", ""jubilación financiada"": ¿la cara oculta de una reforma? #reformedesretraites https://francais.rt.com/france/69437-manque-a-gagner-71-milliards-retraite-capitalisation-face-cachee-reforme",`` 71 mil millones déficit '' `` jubilación financiada '' ¿la cara oculta una reforma reformedesretraites https //francais.rt.com/france/69437-manque-a-gagner-71-milliards-retraite-capitalisation-face-cachee-reforme,`` 71 mil millon déficit '' `` jubilación financiada '' ¿ le cara oculta una reformer reformedesretraiter https //francais.rt.com / france/69437-manque - avoir - gagner-71-milliard - retraiter - capitalisation - face - cachee - reformer
36,,2019-12-30 21:26:26+00:00,"""Il est en contradiction totale avec ce qu'il disait"" Retraites: Quand Thomas Piketty défendait une réforme plus avantageuse pour les gros salaires https://www.bfmtv.com/economie/retraites-quand-thomas-piketty-defendait-une-reforme-plus-avantageuse-pour-les-gros-salaires-1817851.html via @BFM_eco #greve #reformedesretraites",`` contradiction totale qu'il disait '' retraites quand thomas piketty défendait réforme plus avantageuse gros salaires https //www.bfmtv.com/economie/retraites-quand-thomas-piketty-defendait-une-reforme-plus-avantageuse-pour-les-gros-salaires-1817851.html via bfm_eco greve reformedesretraites,`` contradiction total que il dire '' retrait quand thomas piketty défendre réform plaire avantageux gros salaire http //www.bfmtv.com / economie / retraite - quand - thomas - piketty - defender - un - reformer - plaire - avantageux - pour - le - gros - salaires-1817851.html via bfm_eco grev reformedesretraiter
37,,2019-12-30 21:22:28+00:00,"Thomas Piketty dit une énormité sur le rapport Delevoye sur les retraites, Léa Salamé ne relève pas la fake news #reformedesretraites https://fakenewsfrance.com/2019/12/03/thomas-piketty-dit-une-enormite-sur-le-rapport-delevoye-sur-les-retraites-lea-salame-ne-releve-pas-la-fake-news/ #GreveGenerale #greve30décembre",thomas piketty dit énormité rapport delevoye retraites léa salamé relève fake news reformedesretraites https //fakenewsfrance.com/2019/12/03/thomas-piketty-dit-une-enormite-sur-le-rapport-delevoye-sur-les-retraites-lea-salame-ne-releve-pas-la-fake-news/ grevegenerale greve30décembre,thomas piketty dire énormité rapport delevoye retrait léa salamé relever fake new reformedesretraiter https //fakenewsfrance.com/2019/12/03/thomas - piketty - dire - un - enormite - sur - le - rapport - delevoye - sur - le - retraite - lea - salame - ne - relev - pas - le - fak - news/ grevegeneral greve30décembre
38,,2019-12-30 21:21:57+00:00,"Thomas Piketty dit une énormité sur le rapport Delevoye sur les retraites, Léa Salamé ne relève pas la fake news #reformedesretraites https://fakenewsfrance.com/2019/12/03/thomas-piketty-dit-une-enormite-sur-le-rapport-delevoye-sur-les-retraites-lea-salame-ne-releve-pas-la-fake-news/",thomas piketty dit énormité rapport delevoye retraites léa salamé relève fake news reformedesretraites https //fakenewsfrance.com/2019/12/03/thomas-piketty-dit-une-enormite-sur-le-rapport-delevoye-sur-les-retraites-lea-salame-ne-releve-pas-la-fake-news/,thomas piketty dire énormité rapport delevoye retrait léa salamé relever fake new reformedesretraiter https //fakenewsfrance.com/2019/12/03/thomas - piketty - dire - un - enormite - sur - le - rapport - delevoye - sur - le - retraite - lea - salame - ne - relev - pas - le - fak - news/
39,,2019-12-30 21:19:26+00:00,"C'est bon Manu tout le monde sait que ta #reformedesretraites ordonnée par la #commissioneuropéenne c'est de la grosse merde, on te laissera pas faire ça en France. #frexit et #ric en toutes matières",c'est bon manu tout monde sait reformedesretraites ordonnée commissioneuropéenne c'est grosse merde laissera faire ça france frexit ric toutes matières,ce être bon manu tout monder savoir reformedesretraiter ordonner commissioneuropéenn ce être gros merder laisser faire ça france frexit ric tout matière
40,,2019-12-30 21:08:58+00:00,"A retenir ! On y reviendra très vite en janvier 2020 sur cette #imposture de l'écologie #larem !!! On n'a pas laissé passer, mais il y a des priorités... #Retraites #reformedesretraites ",retenir reviendra très vite janvier 2020 cette imposture l'écologie larem laissé passer priorités ... retraites reformedesretraites,retenir revenir très vite janvier 2020 ce imposture le écologie larem laisser prendre priorité ... retrait reformedesretraite
41,,2019-12-30 21:03:12+00:00," ALERTE Si leur #reformedesretraites passe, le système par répartition trépasse! #greve31decembre #grevereconductible",alerte si reformedesretraites passe système répartition trépasse greve31decembre grevereconductible,alerter si reformedesretraite passer système répartition trépass greve31decembre grevereconductibl
42,,2019-12-30 21:02:03+00:00,C’est quand que vous nous avez demandé notre avis ? J’ai du rater un épisode. Il y a eu un référendum ?! Ou à défaut un sondage ? Indiquez le lien SVP j’ai envie de répondre #reformedesretraites,quand demandé avis rater épisode référendum défaut sondage indiquez lien svp envie répondre reformedesretraites,quand demander avis rater épisode référendum défaut sondage indiquer lien svp envier répondre reformedesretraiter
43,,2019-12-30 21:00:42+00:00,Soutien à vous ! Merci pour tout le travail d'explication et votre mobilisation ! #GreveGenerale #reformedesretraites,soutien merci tout travail d'explication mobilisation grevegenerale reformedesretraites,soutien merci tout travail de explication mobilisation grevegeneral reformedesretraiter
44,,2019-12-30 20:58:51+00:00,#reformedesretraites #tf1 #LR,reformedesretraites tf1 lr,reformedesretraite tf1 lr
45,,2019-12-30 20:58:15+00:00,"#reformedesretraites : les #avocats appelés à une "" #greves dure"" à compter du 6 janvier #soutiengrevistes https://www.francetvinfo.fr/economie/retraite/reforme-des-retraites/reforme-des-retraites-les-avocats-appeles-a-une-greve-dure-a-compter-du-6-janvier_3765087.html #INFO via #franceinfo #ReformeRetraites #GreveGenerale",reformedesretraites avocats appelés `` greves dure '' compter janvier soutiengrevistes https //www.francetvinfo.fr/economie/retraite/reforme-des-retraites/reforme-des-retraites-les-avocats-appeles-a-une-greve-dure-a-compter-du-6-janvier_3765087.html info via franceinfo reformeretraites grevegenerale,reformedesretraite avocat appeler `` grev durer '' compter janvier soutiengrevist http //www.francetvinfo.fr / economie / retraiter / reformer - un - retrait / reformer - un - retraite - le - avocat - appele - avoir - un - greve - dur - avoir - compter - du-6-janvier_3765087.html info via franceinfo reformeretrait grevegeneral
46,,2019-12-30 20:55:50+00:00,Más de cien personas se manifiestan por la noche. #Carcassonne (11) contra #reformedesretraites . #GiletsJaunes y miembros del sindicato están presentes. #greve30décembre #greve31decembre #Macron,más cien personas manifiestan por noche carcassonne 11 contra reformedesretraites giletsjaunes miembros del sindicato están presentes greve30décembre greve31decembre macron,más cien persona manifiestan por noche carcassonn 11 contrer reformedesretraite giletsjaune miembro del sindicato están present greve30décembr greve31decembre macron
47,,2019-12-30 20:55:48+00:00,"La loi sur la #dépendance éclipsée par la #réformedesretraites : ""une forme de scandale et de mépris"" ⁦@HuguesVidor⁩ ⁦@UDESnationale⁩",loi dépendance éclipsée réformedesretraites `` forme scandale mépris '' huguesvidor⁩ udesnationale⁩,loi dépendanc éclipser réformedesretraiter `` former scandale mépris '' huguesvidor⁩ udesnationale⁩
48,,2019-12-30 20:53:45+00:00,"#grevesncf #greveratp #greves #SNCF Grève contre la #réformedesretraites : le 31 décembre, la moitié des #TGV et #TER circuleront, trafic « très perturbé » à la #RATP. À Paris, seules les deux lignes de #métro automatisées fonctionneront après 18 h 30.",grevesncf greveratp greves sncf grève contre réformedesretraites 31 décembre moitié tgv ter circuleront trafic très perturbé ratp paris seules deux lignes métro automatisées fonctionneront après 18 30,grevesncf greveratp grev sncf grèv contrer réformedesretraiter 31 décembre moitié tgv ter circuler trafic très perturber ratp pari seul deux ligne métro automatiser fonctionner après 18 30
49,,2019-12-30 20:48:53+00:00,Grève contre la #reformedesretraites: la #CGT appelle à un blocage total de toutes les #raffineries du 7 au 10 janvier.!! #greve31decembre #essence #GreveGenerale #PenurieDeCarburant #Macron #france #economie #GiletsJaunes #Retraites #FiersDeLaGrève,grève contre reformedesretraites cgt appelle blocage total toutes raffineries 10 janvier. greve31decembre essence grevegenerale penuriedecarburant macron france economie giletsjaunes retraites fiersdelagrève,grever contrer reformedesretraite cgt appeler blocage total tout raffinerie 10 janvier . greve31decembre essence grevegeneral penuriedecarburer macron france economie giletsjaun retrait fiersdelagrève
50,,2019-12-30 20:41:46+00:00,#greve30décembre #reformedesretraites @DominiqueReynie @TeamProgressist @LaREM_AN @LaurentSegnis @nordsud6213 @jmaphatie @G_Roquette @RTLFrance @RMCinfo @GG_RMC @LeHuffPost @le_Parisien @BFMTV @24hPujadas,greve30décembre reformedesretraites dominiquereynie teamprogressist larem_an laurentsegnis nordsud6213 jmaphatie g_roquette rtlfrance rmcinfo gg_rmc lehuffpost le_parisien bfmtv 24hpujadas,greve30décembre reformedesretraite dominiquereynie teamprogressist larem_an laurentsegni nordsud6213 jmaphatie g_roquett rtlfrance rmcinfo gg_rmc lehuffpost le_parisien bfmtv 24hpujadas
51,,2019-12-30 20:40:59+00:00,#raffineries #CGT #reformedesretraites #retraites #greve #greves « Ce sera un blocage total [ du 7 au 10 janvier ]. A l'issue de ces 96 heures de grève on se posera la question de savoir si l'on passe à l'étape de l'arrêt des installations » https://www.francetvinfo.fr/economie/automobile/essence/greve-contre-la-reforme-des-retraites-la-cgt-appelle-a-un-blocage-total-de-toutes-les-raffineries-du-7-au-10-janvier_3765199.html,raffineries cgt reformedesretraites retraites greve greves blocage total 10 janvier l'issue 96 heures grève posera question savoir si l'on passe l'étape l'arrêt installations https //www.francetvinfo.fr/economie/automobile/essence/greve-contre-la-reforme-des-retraites-la-cgt-appelle-a-un-blocage-total-de-toutes-les-raffineries-du-7-au-10-janvier_3765199.html,raffinerie cgt reformedesretraite retrait greve grev blocage total 10 janvier le issu 96 heure grever poser question savoir si le on passer le étape le arrêt installation http //www.francetvinfo.fr / economie / automobile / essence / greve - contrer - le - reformer - un - retrait - le - cgt - appeler - avoir - un - blocage - total - de - tout - le - raffinerie - du-7-au-10-janvier_3765199.html
52,,2019-12-30 20:36:52+00:00,#greve31decembre #greve30décembre #greve #GreveGenerale #reformedesretraites #Retraites #Retraitesparpoints,greve31decembre greve30décembre greve grevegenerale reformedesretraites retraites retraitesparpoints,greve31decembre greve30décembre greve grevegeneral reformedesretraite retrait retraitesparpoint
53,,2019-12-30 20:33:07+00:00,"2019, la meilleure rentrée de @jmblanquer !!! Il n'a jamais été aussi près de se débarrasser de toutes ces feignasses... Sans même avoir à les virer, juste un peu de mépris ! #stopmepris #blanquerment #reformedesretraites #ecoledelaconfiance #christinerenon",2019 meilleure rentrée jmblanquer jamais aussi près débarrasser toutes feignasses ... sans avoir virer juste peu mépris stopmepris blanquerment reformedesretraites ecoledelaconfiance christinerenon,2019 meilleur rentrer jmblanquer jamais aussi près débarrasser tout feignasse ... sans avoir virer juste peu mépri stopmepri blanquerment reformedesretraiter ecoledelaconfiance christinerenon
54,,2019-12-30 20:32:40+00:00,RT un max/ Simple hypothèse pour mai 2022 Si dimanche l on votait 2 eme tour #macron #LePen que mettriez vous dans l’urne ? @GiletsJaunesFr_ #GiletsJaunes #reformedesretraites #reformeretraites #bregancon #VoeuxMacron2020 @__Verlaine__ @tropical_boy #RATP #SNCF #greves,max/ simple hypothèse mai 2022 si dimanche votait eme tour macron lepen mettriez urne giletsjaunesfr_ giletsjaunes reformedesretraites reformeretraites bregancon voeuxmacron2020 __verlaine__ tropical_boy ratp sncf greves,max/ simple hypothèse mai 2022 si dimanche voter eme tour macron lepen mettre urn giletsjaunesfr _ giletsjaune reformedesretraite reformeretrait bregancon voeuxmacron2020 _ _ verlaine _ _ tropical_boy ratp sncf grev
55,,2019-12-30 20:32:02+00:00, Mouis... les mêmes qui nous ont toujours répété que nous n’aurions jamais de retraite. On se demande bien pourquoi ils avaient déjà tous cela en tête à l’époque... #reformedesretraites,mouis ... mêmes toujours répété jamais retraite demande bien pourquoi déjà tous cela tête époque ... reformedesretraites,mouis ... même toujours répéter jamais retraire demander bien pourquoi déjà tou celer tête époque ... reformedesretraite
